Customer Id,Customer Name,Email,Location,Marital Status,Income Level,Frequency,Occupation,Age,Gender,Subscription Status,Payment Method,,Interest,Category,Item Purchased
875,Timothy Young,timothy.young@hotmail.com,Pune,Single,800000,Monthly,Manager,34,Male,Yes,Venmo,,"Fashion, Beauty, Art, Photography",Beauty Products,Hair Dryer
876,Jason Lopez,jason.lopez@yahoo.com,Visakhapatnam,Married,2300000,Quarterly,Manager,68,Female,Yes,Debit Card,,"Technology, Cars, Art, Cycling",Automobiles,Electric Car
877,Patricia Walker,patricia.walker@gmail.com,Chennai,Married,2600000,Monthly,Chef,69,Female,No,Cash,,"Cars, Technology, Gardening",Automobiles,Convertible
878,Michael Duncan,michael.duncan@gmail.com,Srinagar,Single,400000,Monthly,Lawyer,28,Male,No,Cash,,"Technology, Electronics, Photography",Watches,Digital
879,Donald Rodriguez,donald.rodriguez@hotmail.com,Ahmedabad,Single,1900000,Quarterly,Banker,28,Female,Yes,Debit Card,,"Fashion, Shopping, Travel",Clothes,Shoes
880,Glen Rodriguez,glen.rodriguez@outlook.com,Varanasi,Single,2900000,Quarterly,Manager,70,Male,No,Venmo,,"Beauty, Fashion, Electronics",Beauty Products,Shampoo
881,Stephanie Hodges,stephanie.hodges@gmail.com,Kolkata,Single,1300000,Monthly,Teacher,61,Male,No,Bank Transfer,,"Technology, Gadgets, Cooking",Smartphones,Xiaomi
882,Gabrielle Smith,gabrielle.smith@yahoo.com,Vadodara,Single,700000,Monthly,Teacher,42,Female,Yes,Venmo,,"Writing, Reading, Dancing, Movies",Books,Non-Fiction
883,Jennifer Curtis MD,jennifer.curtis.md@outlook.com,Chennai,Married,1700000,Quarterly,Banker,23,Male,No,Bank Transfer,,"Beauty, Fashion, Art, Electronics",Beauty Products,Face Cream
884,Mary Taylor,mary.taylor@hotmail.com,Kolkata,Single,2900000,Quarterly,Artist,54,Female,Yes,PayPal,,"Technology, Gadgets, Reading, Travel",Smartphones,Samsung Galaxy
885,Anita Perry,anita.perry@hotmail.com,Varanasi,Married,2400000,Half Yearly,Entrepreneur,47,Female,No,Venmo,,"Writing, Reading, Gaming",Books,Non-Fiction
886,Robert Morrison,robert.morrison@gmail.com,Delhi,Married,1600000,Monthly,Banker,58,Male,Yes,Credit Card,,"Cars, Technology, Dancing",Automobiles,Luxury Car
887,Mary Sanders,mary.sanders@outlook.com,Lucknow,Married,1700000,Yearly,Entrepreneur,34,Male,No,PayPal,,"Writing, Reading, Cooking",Books,Self-Help
888,Raven Yoder,raven.yoder@outlook.com,Jaipur,Married,400000,Half Yearly,Engineer,61,Male,No,Debit Card,,"Fashion, Shopping, Reading, Technology",Clothes,Jacket
889,James Ray,james.ray@hotmail.com,Varanasi,Married,2700000,Half Yearly,Teacher,34,Female,No,Debit Card,,"Gadgets, Technology, Dancing, Painting",Smartphones,Xiaomi
890,Steven Wood,steven.wood@hotmail.com,Vadodara,Married,1600000,Monthly,Chef,54,Female,No,Venmo,,"Writing, Reading, Electronics, Dancing",Books,Science
891,Sara Thomas,sara.thomas@gmail.com,Vadodara,Single,1000000,Monthly,Engineer,45,Male,No,Bank Transfer,,"Reading, Writing, Cycling, Gardening",Books,Biography
892,Michael Villanueva,michael.villanueva@hotmail.com,Vadodara,Married,2500000,Half Yearly,Doctor,60,Female,No,Cash,,"Shopping, Fashion, Dancing",Clothes,Shoes
893,Patrick Sims,patrick.sims@yahoo.com,Ahmedabad,Married,1800000,Half Yearly,Entrepreneur,53,Female,Yes,Credit Card,,"Fashion, Beauty, Hiking",Beauty Products,Face Cream
894,Priscilla Banks,priscilla.banks@outlook.com,Surat,Married,2300000,Yearly,Lawyer,64,Female,Yes,Cash,,"Shopping, Fashion, Sports, Cooking",Clothes,Dress
895,John Ball,john.ball@outlook.com,Kolkata,Single,2800000,Half Yearly,Entrepreneur,61,Female,No,Venmo,,"Writing, Reading, Art, Hiking",Books,Science
896,Emily Thompson,emily.thompson@yahoo.com,Patna,Single,2400000,Monthly,Entrepreneur,26,Male,No,Venmo,,"Fashion, Beauty, Writing",Beauty Products,Conditioner
897,Michael Anderson,michael.anderson@hotmail.com,Ahmedabad,Single,1000000,Quarterly,Manager,70,Male,No,Cash,,"Fashion, Beauty, Music",Beauty Products,Lipstick
898,Glen Haas,glen.haas@gmail.com,Kolkata,Single,600000,Half Yearly,Entrepreneur,27,Female,Yes,Cash,,"Fashion, Shopping, Movies",Clothes,Dress
899,Alicia Ramos,alicia.ramos@yahoo.com,Delhi,Single,200000,Half Yearly,Lawyer,25,Male,Yes,Bank Transfer,,"Shopping, Fashion, Writing",Clothes,Shoes
900,Katie Perry,katie.perry@gmail.com,Visakhapatnam,Married,200000,Half Yearly,Artist,55,Male,Yes,Credit Card,,"Gadgets, Technology, Music, Hiking",Smartphones,Huawei
901,Robert Long,robert.long@outlook.com,Kanpur,Single,1300000,Monthly,Engineer,30,Female,Yes,Venmo,,"Technology, Electronics, Gaming, Travel",Watches,Luxury Watch
902,John Levine,john.levine@gmail.com,Bangalore,Single,800000,Quarterly,Engineer,33,Female,Yes,Bank Transfer,,"Gadgets, Technology, Gaming",Smartphones,Google Pixel
903,Kevin Ramirez,kevin.ramirez@yahoo.com,Agra,Married,2200000,Monthly,Lawyer,24,Male,No,Venmo,,"Technology, Cars, Reading",Automobiles,Electric Car
904,Christy Palmer,christy.palmer@gmail.com,Jaipur,Married,2200000,Half Yearly,Chef,53,Male,No,Bank Transfer,,"Technology, Cars, Writing, Painting",Automobiles,Sedan
905,Harold Aguilar,harold.aguilar@yahoo.com,Vadodara,Married,1600000,Yearly,Engineer,68,Male,No,PayPal,,"Technology, Cars, Yoga, Fashion",Automobiles,SUV
906,Thomas Cobb,thomas.cobb@yahoo.com,Agra,Married,2300000,Yearly,Doctor,28,Male,No,Cash,,"Shopping, Fashion, Sports, Fitness",Clothes,Skirt
907,Raymond Wallace,raymond.wallace@outlook.com,Lucknow,Married,1700000,Quarterly,Entrepreneur,42,Male,No,Debit Card,,"Technology, Cars, Fashion",Automobiles,Hatchback
908,Samantha Green,samantha.green@hotmail.com,Hyderabad,Married,1400000,Monthly,Manager,66,Male,Yes,Venmo,,"Fashion, Beauty, Writing, Cooking",Beauty Products,Lipstick
909,Wendy Baker,wendy.baker@yahoo.com,Surat,Single,1600000,Yearly,Engineer,52,Male,No,Debit Card,,"Technology, Cars, Reading, Fitness",Automobiles,Luxury Car
910,Kyle Boone,kyle.boone@outlook.com,Surat,Single,1400000,Quarterly,Chef,30,Female,No,Cash,,"Writing, Reading, Dancing",Books,Fiction
911,Stephanie Richards,stephanie.richards@outlook.com,Surat,Single,2700000,Yearly,Doctor,29,Female,No,PayPal,,"Shopping, Fashion, Cooking, Music",Clothes,T-Shirt
912,Lori Garner,lori.garner@yahoo.com,Chennai,Single,1500000,Quarterly,Chef,32,Female,No,Bank Transfer,,"Electronics, Technology, Cooking",Watches,Luxury Watch
913,Monique Davis,monique.davis@outlook.com,Jaipur,Married,1600000,Quarterly,Doctor,44,Female,Yes,Credit Card,,"Technology, Electronics, Gardening",Watches,Smartwatch
914,Todd Guerrero,todd.guerrero@hotmail.com,Bangalore,Married,2000000,Yearly,Manager,67,Male,No,Credit Card,,"Writing, Reading, Technology",Books,Biography
915,Anthony Roach,anthony.roach@gmail.com,Visakhapatnam,Married,2000000,Yearly,Artist,48,Female,No,PayPal,,"Electronics, Technology, Painting, Cycling",Watches,Analog
916,Melissa Delgado,melissa.delgado@outlook.com,Surat,Single,1300000,Monthly,Artist,18,Female,No,Bank Transfer,,"Technology, Cars, Travel, Electronics",Automobiles,SUV
917,Mary Walker,mary.walker@hotmail.com,Srinagar,Single,200000,Half Yearly,Doctor,38,Female,No,Credit Card,,"Technology, Cars, Hiking, Painting",Automobiles,Electric Car
918,Ashley Garcia,ashley.garcia@hotmail.com,Pune,Single,400000,Quarterly,Manager,54,Female,Yes,Cash,,"Fashion, Beauty, Music",Beauty Products,Face Cream
919,Kelly Levine,kelly.levine@outlook.com,Vadodara,Single,3000000,Yearly,Chef,50,Male,No,Debit Card,,"Technology, Cars, Painting",Automobiles,Luxury Car
920,Kyle Jones,kyle.jones@hotmail.com,Lucknow,Married,1600000,Quarterly,Lawyer,65,Male,No,Credit Card,,"Technology, Electronics, Music",Watches,Analog
921,Mr. Richard Johnson MD,mr..richard.johnson.md@gmail.com,Varanasi,Married,2800000,Quarterly,Banker,38,Male,No,Cash,,"Cars, Technology, Sports, Gaming",Automobiles,Hatchback
922,Michael Fitzpatrick Jr.,michael.fitzpatrick.jr.@yahoo.com,Vadodara,Single,1200000,Quarterly,Banker,37,Female,No,Venmo,,"Technology, Gadgets, Photography, Art",Smartphones,Samsung Galaxy
923,Peggy Norman,peggy.norman@hotmail.com,Ahmedabad,Married,700000,Quarterly,Banker,29,Female,No,Bank Transfer,,"Gadgets, Technology, Fashion",Smartphones,OnePlus
924,Robert Griffith,robert.griffith@gmail.com,Patna,Married,200000,Half Yearly,Entrepreneur,66,Female,Yes,Venmo,,"Electronics, Technology, Photography, Dancing",Watches,Smartwatch
925,Ashley Hodges,ashley.hodges@yahoo.com,Surat,Single,1300000,Half Yearly,Engineer,20,Female,No,Debit Card,,"Electronics, Technology, Fitness, Gaming",Watches,Analog
926,Catherine Sweeney,catherine.sweeney@yahoo.com,Patna,Single,900000,Monthly,Manager,44,Male,No,Venmo,,"Technology, Gadgets, Cooking, Yoga",Smartphones,Xiaomi
927,Dana Hernandez,dana.hernandez@hotmail.com,Kolkata,Single,2200000,Yearly,Teacher,35,Male,No,Bank Transfer,,"Technology, Electronics, Gaming, Travel",Watches,Smartwatch
928,Kaitlin Barnes,kaitlin.barnes@outlook.com,Varanasi,Single,1000000,Quarterly,Doctor,36,Male,Yes,Cash,,"Fashion, Shopping, Cycling, Photography",Clothes,Dress
929,Matthew Martin,matthew.martin@outlook.com,Kanpur,Single,2300000,Monthly,Chef,67,Male,No,Bank Transfer,,"Shopping, Fashion, Music, Cooking",Clothes,Dress
930,Joseph Blevins,joseph.blevins@gmail.com,Mumbai,Married,900000,Yearly,Engineer,41,Male,No,PayPal,,"Electronics, Technology, Yoga",Watches,Smartwatch
931,Linda Johnson,linda.johnson@gmail.com,Surat,Single,1000000,Yearly,Banker,53,Female,Yes,PayPal,,"Technology, Electronics, Reading",Watches,Smartwatch
932,Jacqueline Jensen,jacqueline.jensen@hotmail.com,Indore,Single,1100000,Quarterly,Engineer,32,Male,Yes,Debit Card,,"Electronics, Technology, Travel",Watches,Sports Watch
933,Todd Castro,todd.castro@outlook.com,Bangalore,Single,1600000,Yearly,Entrepreneur,69,Female,No,Venmo,,"Technology, Cars, Movies, Art",Automobiles,Sedan
934,Robert Sanchez,robert.sanchez@gmail.com,Surat,Married,900000,Monthly,Doctor,48,Male,No,Credit Card,,"Shopping, Fashion, Dancing, Electronics",Clothes,Jeans
935,Jenna Harris,jenna.harris@gmail.com,Surat,Married,2900000,Monthly,Lawyer,49,Male,Yes,Cash,,"Beauty, Fashion, Writing",Beauty Products,Perfume
936,April Richardson,april.richardson@gmail.com,Pune,Single,3000000,Monthly,Chef,46,Male,Yes,Bank Transfer,,"Technology, Gadgets, Movies",Smartphones,Google Pixel
937,Brett Guzman,brett.guzman@yahoo.com,Thane,Single,100000,Quarterly,Doctor,29,Male,No,PayPal,,"Shopping, Fashion, Gardening, Writing",Clothes,Jeans
938,Susan Murray,susan.murray@hotmail.com,Jaipur,Single,1700000,Quarterly,Teacher,46,Female,No,PayPal,,"Shopping, Fashion, Cooking",Clothes,Jeans
939,Logan Hopkins,logan.hopkins@outlook.com,Hyderabad,Married,300000,Yearly,Doctor,51,Female,Yes,Bank Transfer,,"Cars, Technology, Movies, Dancing",Automobiles,Luxury Car
940,Maria Crawford,maria.crawford@yahoo.com,Pune,Single,1300000,Quarterly,Entrepreneur,24,Male,No,Cash,,"Writing, Reading, Art, Photography",Books,Non-Fiction
941,Diana Parker DDS,diana.parker.dds@outlook.com,Surat,Single,2100000,Half Yearly,Engineer,38,Female,Yes,PayPal,,"Shopping, Fashion, Cooking",Clothes,Skirt
942,Leah Kent,leah.kent@hotmail.com,Kanpur,Married,2500000,Quarterly,Chef,49,Female,No,Debit Card,,"Gadgets, Technology, Fitness",Smartphones,OnePlus
943,Miss Rebecca Anderson MD,miss.rebecca.anderson.md@hotmail.com,Kolkata,Single,1600000,Quarterly,Doctor,64,Male,Yes,Bank Transfer,,"Reading, Writing, Fashion, Travel",Books,Self-Help
944,Zachary Miller,zachary.miller@yahoo.com,Kanpur,Married,2900000,Monthly,Artist,35,Male,Yes,Debit Card,,"Technology, Cars, Movies, Photography",Automobiles,Electric Car
945,Angela Peters,angela.peters@gmail.com,Mumbai,Married,100000,Half Yearly,Banker,67,Male,Yes,Debit Card,,"Gadgets, Technology, Writing",Smartphones,Samsung Galaxy
946,Jacob Buchanan,jacob.buchanan@hotmail.com,Hyderabad,Single,200000,Monthly,Chef,66,Female,Yes,Debit Card,,"Reading, Writing, Art, Yoga",Books,History
947,Michelle Chavez,michelle.chavez@gmail.com,Kanpur,Single,900000,Yearly,Entrepreneur,59,Female,Yes,Bank Transfer,,"Fashion, Shopping, Painting",Clothes,Shoes
948,Jeremy Walton,jeremy.walton@yahoo.com,Visakhapatnam,Married,100000,Half Yearly,Manager,51,Female,Yes,PayPal,,"Technology, Gadgets, Movies, Painting",Smartphones,Xiaomi
949,Ashley Carter,ashley.carter@hotmail.com,Indore,Married,1200000,Monthly,Banker,66,Female,Yes,Debit Card,,"Reading, Writing, Gardening",Books,Self-Help
950,Matthew Murphy,matthew.murphy@gmail.com,Chennai,Married,2900000,Quarterly,Chef,43,Female,No,Cash,,"Cars, Technology, Cooking, Gardening",Automobiles,Luxury Car
951,Michelle Gallagher,michelle.gallagher@outlook.com,Patna,Single,300000,Monthly,Manager,25,Male,Yes,Credit Card,,"Gadgets, Technology, Reading",Smartphones,Xiaomi
952,Regina Patterson,regina.patterson@gmail.com,Ahmedabad,Single,1300000,Quarterly,Chef,49,Male,Yes,Venmo,,"Technology, Electronics, Cycling",Watches,Smartwatch
953,Stephen Fuentes,stephen.fuentes@hotmail.com,Thane,Married,2900000,Monthly,Chef,64,Male,No,Credit Card,,"Technology, Cars, Fitness, Yoga",Automobiles,Convertible
954,Mark Brown,mark.brown@outlook.com,Thane,Married,900000,Yearly,Doctor,66,Female,No,Bank Transfer,,"Technology, Gadgets, Movies, Hiking",Smartphones,Google Pixel
955,Jared Price,jared.price@gmail.com,Ahmedabad,Single,2700000,Half Yearly,Artist,69,Male,No,PayPal,,"Fashion, Shopping, Hiking",Clothes,Skirt
956,Charles Garcia,charles.garcia@outlook.com,Patna,Single,2200000,Monthly,Manager,62,Female,Yes,Credit Card,,"Technology, Gadgets, Photography",Smartphones,Xiaomi
957,Anthony Cameron,anthony.cameron@hotmail.com,Lucknow,Single,2400000,Yearly,Teacher,39,Male,No,PayPal,,"Electronics, Technology, Cooking, Painting",Watches,Digital
958,Kenneth Sanford,kenneth.sanford@hotmail.com,Agra,Single,1000000,Quarterly,Manager,23,Male,No,Venmo,,"Beauty, Fashion, Cooking, Hiking",Beauty Products,Hair Dryer
959,Melanie Thomas,melanie.thomas@hotmail.com,Surat,Single,800000,Quarterly,Teacher,32,Female,Yes,PayPal,,"Gadgets, Technology, Cooking, Gaming",Smartphones,Xiaomi
960,Robert Mitchell,robert.mitchell@outlook.com,Thane,Single,400000,Monthly,Banker,67,Female,No,Cash,,"Fashion, Shopping, Sports",Clothes,Jacket
961,Erika Jackson,erika.jackson@outlook.com,Delhi,Single,1300000,Quarterly,Entrepreneur,36,Male,Yes,PayPal,,"Technology, Cars, Fitness",Automobiles,Sedan
962,Regina Rice,regina.rice@hotmail.com,Ahmedabad,Married,800000,Quarterly,Doctor,43,Male,Yes,Venmo,,"Beauty, Fashion, Sports",Beauty Products,Face Cream
963,Christopher Martinez,christopher.martinez@yahoo.com,Varanasi,Married,1600000,Half Yearly,Artist,22,Female,No,Debit Card,,"Reading, Writing, Cycling, Sports",Books,Biography
964,Jeffrey Butler,jeffrey.butler@yahoo.com,Lucknow,Single,400000,Monthly,Artist,36,Female,Yes,Cash,,"Technology, Cars, Fitness, Gaming",Automobiles,Sedan
965,Dylan Hayden,dylan.hayden@outlook.com,Lucknow,Married,1500000,Yearly,Artist,27,Female,No,Bank Transfer,,"Technology, Electronics, Gaming, Movies",Watches,Luxury Watch
966,Catherine Cervantes,catherine.cervantes@outlook.com,Thane,Single,2900000,Yearly,Lawyer,45,Female,No,PayPal,,"Technology, Electronics, Writing, Dancing",Watches,Smartwatch
967,Deanna Marks,deanna.marks@yahoo.com,Kanpur,Single,1500000,Yearly,Entrepreneur,46,Female,No,Debit Card,,"Reading, Writing, Painting, Art",Books,Fiction
968,Edward Rivera,edward.rivera@hotmail.com,Jaipur,Single,2100000,Yearly,Artist,39,Female,No,Credit Card,,"Beauty, Fashion, Electronics, Cycling",Beauty Products,Hair Dryer
969,Kimberly Johnson,kimberly.johnson@hotmail.com,Jaipur,Single,1100000,Half Yearly,Manager,57,Female,No,PayPal,,"Technology, Gadgets, Photography, Cycling",Smartphones,Google Pixel
970,Anna Stewart,anna.stewart@yahoo.com,Bangalore,Single,500000,Yearly,Lawyer,42,Female,Yes,PayPal,,"Technology, Cars, Travel",Automobiles,Sedan
971,Jamie Robles,jamie.robles@gmail.com,Agra,Single,1900000,Half Yearly,Doctor,62,Male,No,Venmo,,"Fashion, Beauty, Electronics, Movies",Beauty Products,Hair Dryer
972,Jeremy Cabrera Jr.,jeremy.cabrera.jr.@gmail.com,Kolkata,Single,700000,Monthly,Lawyer,27,Male,No,Credit Card,,"Technology, Cars, Photography",Automobiles,Luxury Car
973,Mrs. Leslie Hansen MD,mrs..leslie.hansen.md@yahoo.com,Ahmedabad,Married,200000,Quarterly,Chef,29,Male,Yes,Bank Transfer,,"Technology, Electronics, Art",Watches,Luxury Watch
974,Maureen Conley,maureen.conley@outlook.com,Lucknow,Married,2300000,Quarterly,Doctor,45,Female,Yes,Venmo,,"Cars, Technology, Movies",Automobiles,Luxury Car
975,Gina Williams,gina.williams@hotmail.com,Varanasi,Married,700000,Yearly,Artist,45,Female,No,Bank Transfer,,"Gadgets, Technology, Cooking, Painting",Smartphones,OnePlus
976,Jill Wade,jill.wade@outlook.com,Visakhapatnam,Married,2600000,Monthly,Lawyer,64,Female,Yes,Venmo,,"Cars, Technology, Cycling",Automobiles,Sedan
977,Danielle Long,danielle.long@gmail.com,Ahmedabad,Married,2100000,Half Yearly,Engineer,58,Female,Yes,Credit Card,,"Cars, Technology, Travel",Automobiles,Convertible
978,Alexis Garcia,alexis.garcia@gmail.com,Delhi,Married,2900000,Monthly,Manager,68,Female,Yes,Cash,,"Cars, Technology, Fitness, Painting",Automobiles,SUV
979,Jenna Brown,jenna.brown@hotmail.com,Varanasi,Single,2300000,Monthly,Teacher,28,Female,Yes,Cash,,"Electronics, Technology, Sports",Watches,Digital
980,Mark Rodriguez,mark.rodriguez@outlook.com,Mumbai,Single,2600000,Yearly,Chef,39,Female,No,Bank Transfer,,"Reading, Writing, Painting, Cycling",Books,Biography
981,Martin Leach,martin.leach@yahoo.com,Indore,Married,1300000,Half Yearly,Teacher,49,Female,No,Venmo,,"Fashion, Beauty, Hiking",Beauty Products,Conditioner
982,Heidi Davidson,heidi.davidson@yahoo.com,Surat,Married,1400000,Monthly,Chef,66,Female,Yes,Bank Transfer,,"Cars, Technology, Gardening",Automobiles,SUV
983,Tiffany Davis,tiffany.davis@gmail.com,Varanasi,Married,2700000,Half Yearly,Engineer,19,Male,No,Cash,,"Shopping, Fashion, Fitness",Clothes,Shoes
984,Emily White,emily.white@outlook.com,Chennai,Married,900000,Half Yearly,Lawyer,57,Female,Yes,Venmo,,"Technology, Cars, Gaming, Fashion",Automobiles,Electric Car
985,Laura Martinez,laura.martinez@gmail.com,Patna,Married,1600000,Quarterly,Engineer,40,Male,No,PayPal,,"Gadgets, Technology, Photography, Music",Smartphones,OnePlus
986,Robin Shea,robin.shea@outlook.com,Visakhapatnam,Single,1700000,Monthly,Entrepreneur,61,Male,Yes,Credit Card,,"Cars, Technology, Hiking",Automobiles,Hatchback
987,Kenneth Anthony,kenneth.anthony@hotmail.com,Chennai,Married,2200000,Quarterly,Manager,63,Male,Yes,Cash,,"Gadgets, Technology, Gardening, Painting",Smartphones,Xiaomi
988,Debra Jones,debra.jones@yahoo.com,Varanasi,Single,2000000,Yearly,Doctor,63,Female,Yes,Debit Card,,"Shopping, Fashion, Cycling",Clothes,Jeans
989,Wendy Carpenter,wendy.carpenter@gmail.com,Jaipur,Single,400000,Yearly,Lawyer,29,Female,No,Bank Transfer,,"Shopping, Fashion, Cycling, Photography",Clothes,Dress
990,Wanda Hunter,wanda.hunter@outlook.com,Surat,Single,2100000,Half Yearly,Entrepreneur,40,Male,Yes,Cash,,"Gadgets, Technology, Painting",Smartphones,Samsung Galaxy
991,Kathy Scott,kathy.scott@hotmail.com,Kanpur,Single,2700000,Half Yearly,Engineer,56,Female,No,Venmo,,"Shopping, Fashion, Electronics, Fitness",Clothes,Dress
992,Sandra Keith,sandra.keith@outlook.com,Vadodara,Married,2500000,Yearly,Banker,41,Male,Yes,Credit Card,,"Technology, Electronics, Hiking",Watches,Smartwatch
993,Jaclyn Padilla,jaclyn.padilla@hotmail.com,Delhi,Married,600000,Monthly,Chef,53,Male,Yes,Credit Card,,"Gadgets, Technology, Gardening, Painting",Smartphones,iPhone
994,Luis Marshall,luis.marshall@hotmail.com,Pune,Single,200000,Monthly,Banker,24,Male,Yes,Cash,,"Gadgets, Technology, Fashion, Gaming",Smartphones,OnePlus
995,Michael Santiago,michael.santiago@outlook.com,Vadodara,Single,1900000,Quarterly,Artist,23,Male,No,Credit Card,,"Gadgets, Technology, Sports",Smartphones,Samsung Galaxy
996,Tanner Stewart,tanner.stewart@gmail.com,Surat,Married,2500000,Half Yearly,Doctor,55,Male,No,Venmo,,"Cars, Technology, Electronics, Cycling",Automobiles,Electric Car
997,Terry Miller,terry.miller@yahoo.com,Agra,Single,1500000,Monthly,Teacher,21,Female,No,Credit Card,,"Fashion, Shopping, Fitness",Clothes,Jeans
998,Loretta Thompson,loretta.thompson@hotmail.com,Hyderabad,Married,700000,Half Yearly,Lawyer,61,Male,Yes,Cash,,"Beauty, Fashion, Photography",Beauty Products,Face Cream
999,Andrew Turner,andrew.turner@hotmail.com,Visakhapatnam,Single,400000,Quarterly,Banker,40,Male,No,PayPal,,"Gadgets, Technology, Sports",Smartphones,Samsung Galaxy
1000,Angela Cunningham,angela.cunningham@gmail.com,Kanpur,Single,1300000,Quarterly,Artist,56,Female,Yes,Cash,,"Fashion, Shopping, Movies",Clothes,T-Shirt
1001,Tiffany Rodriguez,tiffany.rodriguez@outlook.com,Vadodara,Married,2300000,Half Yearly,Artist,29,Male,No,PayPal,,"Fashion, Shopping, Movies, Writing",Clothes,Dress
1002,Theresa Simpson,theresa.simpson@hotmail.com,Thane,Single,200000,Yearly,Manager,35,Female,No,Venmo,,"Electronics, Technology, Art, Cooking",Watches,Smartwatch
1003,Chad Sherman,chad.sherman@yahoo.com,Kolkata,Married,200000,Monthly,Manager,49,Male,Yes,Debit Card,,"Shopping, Fashion, Fitness, Electronics",Clothes,Jacket
1004,Mark Chen,mark.chen@outlook.com,Pune,Single,2400000,Yearly,Manager,44,Male,Yes,Venmo,,"Fashion, Beauty, Photography, Hiking",Beauty Products,Perfume
1005,Monica Bell,monica.bell@yahoo.com,Indore,Single,1100000,Yearly,Artist,62,Female,Yes,Bank Transfer,,"Writing, Reading, Art, Sports",Books,History
1006,David Schmidt,david.schmidt@yahoo.com,Indore,Single,1800000,Half Yearly,Entrepreneur,38,Male,No,PayPal,,"Cars, Technology, Travel, Hiking",Automobiles,Hatchback
1007,Stephen Rodriguez,stephen.rodriguez@yahoo.com,Indore,Married,2300000,Monthly,Chef,39,Male,No,Credit Card,,"Technology, Gadgets, Electronics, Travel",Smartphones,Samsung Galaxy
1008,Paul Stewart,paul.stewart@outlook.com,Agra,Married,1800000,Quarterly,Teacher,25,Female,No,PayPal,,"Shopping, Fashion, Art, Writing",Clothes,Dress
1009,Ashley Mclaughlin,ashley.mclaughlin@outlook.com,Vadodara,Single,800000,Half Yearly,Manager,66,Male,No,Cash,,"Writing, Reading, Dancing, Yoga",Books,Fiction
1010,Karen Wright,karen.wright@outlook.com,Pune,Single,1700000,Quarterly,Artist,23,Male,Yes,Bank Transfer,,"Technology, Cars, Yoga",Automobiles,SUV
1011,Sarah Wood,sarah.wood@outlook.com,Visakhapatnam,Single,200000,Yearly,Chef,62,Male,No,PayPal,,"Technology, Electronics, Writing, Fitness",Watches,Digital
1012,Christina Ellis,christina.ellis@hotmail.com,Hyderabad,Married,1100000,Half Yearly,Engineer,69,Female,No,Credit Card,,"Electronics, Technology, Travel",Watches,Sports Watch
1013,Jamie Johnston,jamie.johnston@yahoo.com,Agra,Married,1300000,Yearly,Banker,55,Male,No,PayPal,,"Gadgets, Technology, Cycling",Smartphones,Xiaomi
1014,Angela Ford,angela.ford@yahoo.com,Pune,Married,800000,Monthly,Artist,67,Female,No,Venmo,,"Beauty, Fashion, Music",Beauty Products,Lipstick
1015,Matthew Jacobs,matthew.jacobs@outlook.com,Vadodara,Married,600000,Half Yearly,Engineer,60,Female,Yes,PayPal,,"Cars, Technology, Sports, Writing",Automobiles,Electric Car
1016,Steven Nelson,steven.nelson@hotmail.com,Patna,Married,900000,Yearly,Teacher,37,Female,No,Bank Transfer,,"Technology, Cars, Photography, Hiking",Automobiles,Electric Car
1017,Nicole Mullins,nicole.mullins@gmail.com,Bangalore,Married,800000,Quarterly,Teacher,53,Male,No,PayPal,,"Reading, Writing, Fitness",Books,Science
1018,Kevin Ellison,kevin.ellison@gmail.com,Ahmedabad,Single,1700000,Yearly,Engineer,66,Female,No,PayPal,,"Shopping, Fashion, Photography, Hiking",Clothes,Jeans
1019,Jerome Jefferson DVM,jerome.jefferson.dvm@outlook.com,Chennai,Married,200000,Half Yearly,Banker,56,Female,No,Bank Transfer,,"Gadgets, Technology, Painting, Fitness",Smartphones,Xiaomi
1020,Matthew Smith,matthew.smith@outlook.com,Bangalore,Married,1600000,Quarterly,Artist,35,Female,No,PayPal,,"Shopping, Fashion, Yoga, Electronics",Clothes,Jacket
1021,Jasmine Gonzalez,jasmine.gonzalez@outlook.com,Indore,Single,600000,Half Yearly,Chef,23,Male,Yes,PayPal,,"Gadgets, Technology, Fashion",Smartphones,Google Pixel
1022,Edward Mccall,edward.mccall@yahoo.com,Patna,Married,1400000,Half Yearly,Banker,62,Male,Yes,Venmo,,"Reading, Writing, Fashion",Books,Non-Fiction
1023,Mark Jenkins,mark.jenkins@hotmail.com,Lucknow,Single,1700000,Yearly,Chef,31,Female,No,PayPal,,"Cars, Technology, Travel, Music",Automobiles,Hatchback
1024,Scott Smith,scott.smith@yahoo.com,Mumbai,Married,2700000,Half Yearly,Doctor,66,Male,Yes,Cash,,"Writing, Reading, Fashion, Dancing",Books,Non-Fiction
1025,Linda Yang,linda.yang@outlook.com,Vadodara,Single,400000,Monthly,Entrepreneur,52,Female,No,PayPal,,"Technology, Electronics, Photography, Writing",Watches,Luxury Watch
1026,Cheryl Watson,cheryl.watson@hotmail.com,Surat,Single,400000,Monthly,Doctor,54,Female,No,Credit Card,,"Electronics, Technology, Gardening, Cooking",Watches,Digital
1027,Jose Hubbard,jose.hubbard@yahoo.com,Varanasi,Married,100000,Monthly,Doctor,69,Female,No,Cash,,"Technology, Cars, Electronics",Automobiles,Electric Car
